,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
81,oranjemund,0,ZA,1578279600,93,-28.55,16.43,58.84,4.63
82,saint-francois,8,FR,1578279600,95,46.42,3.91,31.15,3.83
83,camacha,100,PT,1578279600,73,33.08,-16.33,62.74,16.11
84,qaanaaq,48,GL,1578279600,49,77.48,-69.36,-25.19,3.6
85,lere,100,TD,1578279600,31,9.66,14.23,65.28,6.33
86,borogontsy,100,RU,1578279600,97,62.67,131.17,-2.88,4.99
87,thompson,100,CA,1578279600,92,55.74,-97.86,-1.93,8.68
88,fukue,0,JP,1578279600,44,35.03,136.69,47.79,2.73
89,severo-kurilsk,100,RU,1578279600,91,50.68,156.12,20.95,6.4
90,mehamn,100,NO,1578279600,85,71.03,27.85,16.32,9.71
91,bonthe,0,SL,1578279600,74,7.53,-12.50,75.36,4.16
92,aksu,29,KZ,1578279600,94,52.04,76.93,12.24,3.06
93,pevek,0,RU,1578279600,84,69.70,170.27,-6.61,4.09
94,caravelas,100,BR,1578279600,93,-17.73,-39.27,74.70,7.29
95,souillac,0,FR,1578279600,91,45.60,-0.60,36.36,5.01
96,kieta,0,PG,1578279600,66,-6.22,155.63,85.66,4.85
97,mehriz,0,IR,1578279600,72,31.58,54.44,35.58,1.19
98,khatanga,100,RU,1578279600,98,71.98,102.47,-3.93,5.97
99,luderitz,0,NA,1578279600,85,-26.65,15.16,62.91,21.09
100,hambantota,26,LK,1578279600,75,6.12,81.12,80.26,17.63
101,chicama,91,PE,1578279600,78,-7.84,-79.15,70.88,4.85
102,huarmey,31,PE,1578279600,80,-10.07,-78.15,68.77,1.57
103,moba,100,CD,1578279600,66,-7.04,29.77,76.03,4.76
104,laurel,14,US,1578279600,58,39.10,-76.85,37.85,2.39
105,oistins,70,BB,1578279600,82,13.07,-59.53,77.74,16.42
106,shenjiamen,67,CN,1578279600,92,29.96,122.30,60.73,17.74
107,itarema,97,BR,1578279600,86,-2.92,-39.92,76.60,4.97
108,longyearbyen,76,NO,1578279600,60,78.22,15.63,-3.86,4.47
109,kharp,69,RU,1578279600,98,66.82,65.80,3.87,4.23
110,roald,100,NO,1578279600,90,62.58,6.12,44.76,13.47
111,hithadhoo,100,MV,1578279600,72,-0.60,73.08,84.42,10.42
112,sucua,62,EC,1578279600,98,-2.46,-78.17,72.21,2.82
113,auki,70,NG,1578279600,28,12.18,6.51,62.69,13.04
114,giyon,83,ET,1578279600,65,8.53,37.98,57.70,9.13
115,berlevag,100,NO,1578279600,75,70.86,29.09,25.12,14.43
116,illapel,13,CL,1578279600,88,-31.63,-71.17,48.69,1.32
117,preutesti,100,RO,1578279600,95,47.45,26.42,27.72,13.53
118,moron,1,HT,1578279600,81,18.56,-74.26,77.56,18.59
119,gilgit,100,PK,1578279600,73,35.92,74.31,8.01,2.44
120,harper,0,US,1578279600,55,30.30,-99.24,56.86,1.99
121,valparaiso,71,US,1578279600,79,41.47,-87.06,35.28,13.62
122,georgetown,0,GY,1578279600,72,6.80,-58.16,78.71,10.83
123,tartagal,38,AR,1578279600,70,-22.52,-63.80,76.33,2.95
124,beckley,0,US,1578279600,84,37.78,-81.19,34.59,6.98
125,cherskiy,1,RU,1578279600,62,68.75,161.30,-9.44,5.17
126,panzhihua,1,CN,1578279600,68,26.59,101.72,55.69,2.73
127,tanete,100,ID,1578279600,52,-3.94,119.78,90.77,6.58
128,hovd,100,NO,1578279600,99,63.83,10.70,41.31,14.81
129,terney,0,RU,1578279600,60,45.05,136.61,19.76,11.48
130,oranjestad,2,AW,1578279600,80,12.52,-70.03,80.37,11.86
131,jacareacanga,100,BR,1578279600,98,-6.22,-57.76,72.01,2.08
132,nioro,0,GM,1578279600,13,13.79,-15.05,64.65,11.79
133,upernavik,98,GL,1578279600,96,72.79,-56.15,-31.61,15.77
134,rozhdestveno,98,RU,1578279600,92,50.23,38.19,26.60,6.06
135,provideniya,93,RU,1578279600,75,64.42,-173.23,-11.13,8.39
136,kruisfontein,100,ZA,1578279600,87,-34.00,24.73,62.80,3.83
137,dikson,100,RU,1578279600,93,73.51,80.55,16.50,16.6
138,kurchum,42,KZ,1578279600,83,48.57,83.65,1.72,2.68
139,hanko,78,FI,1578279600,93,59.83,22.95,40.50,13.6
140,churapcha,100,RU,1578279600,96,62.00,132.43,-2.04,6.04
141,shaunavon,0,CA,1578279600,79,49.65,-108.41,20.93,12.91
142,along,63,IN,1578279600,89,28.17,94.80,52.00,1.39
143,nchelenge,99,ZM,1578279600,86,-9.35,28.74,68.94,1.43
144,ormara,98,PK,1578279600,64,25.21,64.64,72.50,6.29
145,verkh-usugli,12,RU,1578279600,76,52.70,115.17,8.26,0.81
146,ukiah,0,US,1578279600,94,39.15,-123.21,41.31,3.49
147,saskylakh,100,RU,1578279600,93,71.97,114.09,-16.80,15.55
148,pochutla,0,MX,1578279600,67,15.74,-96.47,83.84,13.11
149,manaus,50,BR,1578279600,69,-3.13,-59.98,82.71,3.15
150,ilulissat,98,GL,1578279600,97,69.22,-51.10,4.44,9.24
151,avera,0,US,1578279600,66,33.19,-82.53,44.33,7.47
152,koutiala,91,ML,1578279600,18,12.39,-5.46,59.77,7.72
153,vyartsilya,100,RU,1578279600,73,62.18,30.69,24.17,8.61
154,ambilobe,100,MG,1578279600,91,-13.19,49.05,76.69,3.22
155,brenham,0,US,1578279600,64,30.17,-96.40,60.33,9.13
156,butaritari,100,KI,1578279600,75,3.07,172.79,85.05,17.0
157,rawson,64,AR,1578279600,65,-43.30,-65.11,61.92,5.61
158,agadez,0,NE,1578279600,26,16.97,7.99,57.22,10.65
159,buluang,60,PH,1578279600,76,10.47,123.98,80.91,15.14
160,lavrentiya,0,RU,1578279600,80,65.58,-170.99,-11.31,4.25
161,fare,32,PF,1578279600,74,-16.70,-151.02,81.95,9.1
162,arlit,0,NE,1578279600,29,18.74,7.39,54.36,9.89
163,matara,100,BI,1578279600,92,-3.48,29.48,56.37,1.66
164,yinchuan,100,CN,1578279600,85,38.48,106.21,24.21,2.39
165,aquiraz,43,BR,1578279600,92,-3.90,-38.39,81.57,3.36
166,mecca,0,SA,1578279600,46,21.43,39.83,56.68,2.66
167,karratha,100,AU,1578279600,65,-20.74,116.85,87.49,9.01
168,ardakan,0,IR,1578279600,56,32.31,54.02,39.52,1.59
169,aginskoye,100,RU,1578279600,81,51.11,114.54,11.59,8.48
170,samarai,63,PG,1578279600,65,-10.62,150.67,86.99,8.01
171,hopkinsville,0,US,1578279600,90,36.87,-87.49,43.93,6.64
172,berberati,0,CF,1578279600,39,4.26,15.79,63.68,1.52
173,obo,75,CF,1578279600,29,5.39,26.49,64.78,2.86
174,rocha,0,UY,1578279600,80,-34.48,-54.34,64.27,11.05
175,soyo,100,AO,1578279600,82,-6.13,12.37,77.94,2.86
176,malartic,100,CA,1578279600,96,48.14,-78.13,6.22,3.94
177,trzebnica,85,PL,1578279600,69,51.31,17.06,32.76,7.11
178,hualmay,80,PE,1578279600,78,-11.10,-77.61,68.63,2.3
179,ostrovnoy,62,RU,1578279600,82,68.05,39.51,12.20,15.3
180,ancud,0,CL,1578279600,76,-41.87,-73.83,53.10,9.01
181,tabuk,47,PH,1578279600,70,17.41,121.44,77.29,3.65
182,flinders,100,AU,1578279600,81,-34.58,150.85,68.79,13.67
183,mbandaka,72,CD,1578279600,75,0.05,18.26,69.26,2.89
184,paamiut,100,GL,1578279600,94,61.99,-49.67,12.42,34.67
185,fortuna,0,US,1578279600,97,40.60,-124.16,42.85,0.87
186,carora,19,VE,1578279600,75,10.17,-70.08,68.54,3.74
187,steinbach,0,CA,1578279600,91,49.53,-96.69,16.92,7.78
188,ballina,100,IE,1578279600,78,54.11,-9.15,48.45,25.14
189,saint-augustin,49,CA,1578279600,91,45.63,-73.98,14.38,4.07
190,portland,0,US,1578279600,67,43.66,-70.25,29.44,12.82
191,chokurdakh,11,RU,1578279600,100,70.62,147.90,-21.01,1.57
192,coihaique,84,CL,1578279600,97,-45.58,-72.07,47.37,6.64
193,zheleznodorozhnyy,44,RU,1578279600,96,55.75,38.00,29.95,5.79
194,saint-joseph,0,FR,1578279600,65,43.56,6.97,53.65,11.18
195,beringovskiy,74,RU,1578279600,81,63.05,179.32,-7.38,15.55
196,teahupoo,49,PF,1578279600,79,-17.83,-149.27,85.68,11.95
197,diamantino,100,BR,1578279600,94,-14.40,-56.44,72.61,6.49
198,winslow,34,GB,1578279600,93,51.94,-0.88,43.02,12.59
199,leh,100,IN,1578279600,81,34.16,77.58,3.40,3.58
200,cidreira,0,BR,1578279600,85,-30.17,-50.22,74.75,23.73
201,shu,96,KZ,1578279600,75,43.60,73.76,21.27,2.91
202,tazovskiy,9,RU,1578279600,91,67.47,78.70,8.80,16.46
203,jiayuguan,100,CN,1578279600,48,39.77,98.29,23.38,3.91
204,ambrolauri,0,GE,1578279600,54,42.52,43.15,32.94,4.97
205,chiredzi,0,ZW,1578279600,93,-21.05,31.67,69.12,4.94
206,isangel,77,VU,1578279600,74,-19.55,169.27,85.30,10.27
207,husavik,0,CA,1578279600,87,50.56,-96.99,16.88,8.25
208,acajutla,0,SV,1578279600,55,13.59,-89.83,82.44,13.42
209,ibra,64,OM,1578279600,90,22.69,58.55,62.60,2.15
210,saint-louis,0,SN,1578279600,31,16.03,-16.50,65.34,17.96
211,airai,100,TL,1578279600,54,-8.93,125.41,81.82,4.72
212,shubarshi,96,KZ,1578279600,95,48.59,57.19,17.51,5.06
213,sisimiut,100,GL,1578279600,97,66.94,-53.67,-5.06,17.94
214,pulandian,100,CN,1578279600,92,39.40,121.96,36.48,9.22
215,fairbanks,97,US,1578279600,93,64.84,-147.72,-21.30,2.06
216,namatanai,0,PG,1578279600,71,-3.66,152.44,85.77,8.88
217,nantucket,0,US,1578279600,65,41.28,-70.10,34.29,22.62
218,lamu,100,CN,1578279600,80,35.77,102.37,16.88,2.1
219,palmer,0,AU,1578279600,32,-34.85,139.16,76.87,6.89
220,vanimo,100,PG,1578279600,72,-2.67,141.30,82.85,9.13
221,popondetta,70,PG,1578279600,69,-8.77,148.24,80.47,3.89
222,bereda,0,ES,1578279600,86,43.27,-7.54,38.62,4.41
223,qandala,0,SO,1578279600,79,11.47,49.87,74.16,1.48
224,mbanza-ngungu,100,CD,1578279600,95,-5.25,14.87,69.12,2.3
225,meulaboh,27,ID,1578279600,75,4.14,96.13,80.42,5.99
226,kushima,57,JP,1578279600,73,31.50,131.29,55.17,7.23
227,upington,0,ZA,1578279600,58,-28.46,21.24,69.37,10.38
228,dawlatabad,100,AF,1578279600,85,36.41,64.91,44.15,6.24
229,marawi,16,PH,1578279600,50,8.00,124.29,85.30,4.21
230,barinas,6,VE,1578279600,63,8.64,-70.23,75.20,3.47
231,grindavik,100,IS,1578279600,98,63.84,-22.43,34.23,27.56
232,sehore,0,IN,1578279600,59,23.20,77.08,56.86,8.25
233,mabaruma,0,GY,1578279600,98,8.20,-59.78,67.06,1.07
234,coquimbo,0,CL,1578279600,86,-29.95,-71.34,62.56,10.85
235,kokkola,55,FI,1578279600,92,63.84,23.13,33.80,23.44
236,leningradskiy,0,RU,1578279600,58,69.38,178.42,-10.23,2.57
237,anamur,82,TR,1578279600,69,36.08,32.84,55.40,31.21
238,kologriv,76,RU,1578279600,96,58.83,44.31,16.02,4.56
239,merauke,100,ID,1578279600,90,-8.49,140.40,78.04,6.11
240,bonfim,0,GY,1578279600,44,3.36,-59.84,80.56,14.29
241,veraval,0,FR,1578279600,92,49.65,0.71,39.16,5.01
242,dicabisagan,3,PH,1578279600,74,17.08,122.42,78.04,8.41
243,tocopilla,0,CL,1578279600,65,-22.09,-70.20,52.81,5.93
244,kahului,3,US,1578279600,76,20.89,-156.47,75.42,24.74
245,luanda,98,AO,1578279600,84,-8.83,13.24,80.20,9.4
246,progreso,99,UY,1578279600,65,-34.68,-56.22,71.42,15.12
247,houston,0,US,1578279600,55,29.76,-95.37,62.02,7.78
248,bara,84,NG,1578279600,39,10.41,10.60,60.49,6.11
249,almeirim,73,BR,1578279600,94,-1.53,-52.58,74.48,5.59
250,minggang,100,CN,1578279600,93,32.45,114.03,38.39,10.83
251,bredasdorp,100,ZA,1578279600,73,-34.53,20.04,63.50,4.07
252,codrington,12,AU,1578279600,35,-28.95,153.24,92.59,6.85
253,antalaha,83,MG,1578279600,78,-14.90,50.28,80.40,5.79
254,guatire,19,VE,1578279600,91,10.47,-66.54,74.01,2.39
255,muisne,15,EC,1578279600,87,0.61,-80.02,76.21,2.82
256,oktyabrskiy,44,RU,1578279600,96,55.61,37.97,29.93,5.79
257,skibbereen,100,IE,1578279600,85,51.55,-9.27,49.30,33.46
258,dunedin,100,NZ,1578279600,73,-45.87,170.50,53.65,41.67
259,sajanan,87,TN,1578279600,80,37.06,9.24,52.93,2.77
260,geelong,99,AU,1578279600,68,-38.15,144.36,63.90,7.25
261,talnakh,100,RU,1578279600,93,69.49,88.39,13.87,8.66
262,salinopolis,100,BR,1578279600,78,-0.61,-47.36,81.72,12.88
263,yar-sale,0,RU,1578279600,88,66.83,70.83,10.02,15.23
264,bandarbeyla,100,SO,1578279600,79,9.49,50.81,78.84,7.25
265,baykit,97,RU,1578279600,96,61.68,96.39,10.20,4.59
266,engels,100,RU,1578279600,96,51.50,46.12,31.30,3.98
267,alyangula,92,AU,1578279600,46,-13.85,136.42,94.59,9.95
268,xingyi,89,CN,1578279600,88,24.19,102.82,57.18,7.29
269,shelburne,100,CA,1578279600,92,44.08,-80.20,30.31,11.32
270,raudeberg,100,NO,1578279600,93,61.99,5.14,45.43,32.41
271,tazmalt,0,DZ,1578279600,88,36.39,4.40,41.32,1.43
272,dudinka,100,RU,1578279600,92,69.41,86.18,17.87,16.15
273,paita,2,PE,1578279600,75,-5.09,-81.11,74.75,6.15
274,mitu,92,IR,1578279600,97,36.20,46.09,25.25,3.2
275,inongo,99,CD,1578279600,88,-1.93,18.29,71.76,2.17
276,praya,98,ID,1578279600,71,-8.71,116.27,83.62,5.84
277,teya,14,MX,1578279600,86,21.05,-89.07,71.19,3.65
278,jiuquan,100,CN,1578279600,56,39.73,98.49,17.89,3.09
279,lodwar,8,KE,1578279600,51,3.12,35.60,80.80,6.53
280,mariani,1,IN,1578279600,84,26.65,94.32,57.96,1.34
281,ola,12,RU,1578279600,62,59.58,151.30,11.84,3.58
282,pangnirtung,100,CA,1578279600,91,66.15,-65.72,-46.32,1.68
283,kalabo,100,ZM,1578279600,91,-15.00,22.67,67.93,5.66
284,lucapa,100,AO,1578279600,97,-8.42,20.74,66.52,2.21
285,klaksvik,100,FO,1578279600,90,62.23,-6.59,48.49,35.88
286,cayenne,22,GF,1578279600,92,4.94,-52.33,77.27,4.12
287,inirida,0,CO,1578279600,69,3.87,-67.92,73.27,4.65
288,trairi,63,BR,1578279600,92,-3.28,-39.27,74.23,2.57
289,parral,8,CL,1578279600,88,-36.14,-71.82,58.91,4.12
290,geraldton,100,CA,1578279600,95,49.72,-86.95,24.46,9.35
291,tlaxco,0,MX,1578279600,62,19.61,-98.12,61.09,0.36
292,tateyama,0,JP,1578279600,74,36.66,137.31,40.96,3.27
293,tuatapere,100,NZ,1578279600,97,-46.13,167.69,48.81,8.28
294,waitati,100,NZ,1578279600,73,-45.75,170.57,53.65,41.67
295,hun,88,BE,1578279600,85,50.34,4.87,39.47,5.84
296,khasan,100,RU,1578279600,59,42.43,130.64,25.61,2.62
297,kaitangata,100,NZ,1578279600,83,-46.28,169.85,52.93,45.19
298,bud,100,NO,1578279600,92,62.91,6.91,44.62,13.27
299,viedma,90,AR,1578279600,91,-40.81,-62.99,58.77,4.99
300,kedrovyy,99,RU,1578279600,87,56.17,91.82,29.71,8.39
301,tricase,0,IT,1578279600,57,39.93,18.36,46.71,39.75
302,sofia,99,BG,1578279600,93,42.70,23.32,27.16,5.19
303,sobolevo,10,RU,1578279600,90,54.43,31.90,24.84,5.46
304,marzuq,0,YE,1578279600,75,14.40,46.47,59.52,0.56
305,klyuchevskiy,0,RU,1578279600,89,53.53,119.45,2.71,1.16
306,karasuk,75,RU,1578279600,97,53.73,78.03,12.79,7.31
307,lagoa,0,PT,1578279600,76,37.14,-8.45,54.16,9.28
308,nemuro,82,JP,1578279600,73,43.32,145.57,26.78,35.41
309,guantanamo,79,BO,1578279600,92,-16.14,-62.05,73.85,9.19
310,ahipara,0,NZ,1578279600,74,-35.17,173.16,67.96,22.62
311,aviles,0,ES,1578279600,90,43.55,-5.92,40.46,3.2
312,primorsk,100,RU,1578279600,94,60.37,28.62,31.39,26.6
313,bayangol,30,MN,1578279600,91,48.91,106.09,3.72,3.94
314,tarakan,63,ID,1578279600,68,3.30,117.63,83.71,3.89
315,mizdah,18,LY,1578279600,85,31.45,12.98,47.55,15.01
316,vestmanna,100,FO,1578279600,94,62.16,-7.17,48.06,32.79
317,kasongo-lunda,100,CD,1578279600,95,-6.48,16.82,67.48,0.74
318,kalmunai,31,LK,1578279600,76,7.42,81.82,82.00,14.52
319,mumford,86,GH,1578279600,66,5.26,-0.76,70.47,3.96
320,capiibary,0,PY,1578279600,69,-24.80,-56.03,75.07,7.2
321,luwuk,100,ID,1578279600,89,-0.95,122.79,76.64,8.08
322,kiama,100,AU,1578279600,81,-34.67,150.86,68.45,13.67
323,alofi,9,NU,1578279600,82,-19.06,-169.92,85.24,11.61
324,griffith,100,AU,1578279600,33,-34.29,146.06,89.96,1.92
325,noshiro,100,JP,1578279600,64,40.21,140.05,40.55,19.98
326,atambua,100,ID,1578279600,78,-9.11,124.89,80.20,6.22
327,gushikawa,83,JP,1578279600,60,26.35,127.87,68.22,10.96
328,tual,100,ID,1578279600,76,-5.67,132.75,83.89,9.8
329,naze,19,NG,1578279600,79,5.43,7.07,71.85,0.76
330,gniezno,100,PL,1578279600,93,52.54,17.60,31.98,11.14
331,aitape,100,PG,1578279600,80,-3.15,142.36,82.67,11.59
332,dubbo,70,AU,1578279600,20,-32.25,148.60,98.60,12.33
333,mahibadhoo,83,MV,1578279600,78,3.78,72.97,82.40,12.73
334,aklavik,100,CA,1578279600,94,68.22,-135.01,-20.94,5.55
335,poum,0,MK,1578279600,64,41.28,20.71,23.00,7.58
336,kathmandu,8,NP,1578279600,59,27.71,85.32,47.62,1.39
337,boundiali,55,CI,1578279600,17,9.53,-6.48,63.05,4.41
338,dingzhou,72,CN,1578279600,94,38.51,115.00,32.85,2.86
339,novopavlovka,100,KG,1578279600,66,42.87,74.49,21.42,2.62
340,wajima,96,JP,1578279600,51,37.40,136.90,44.42,6.17
341,orapa,34,BW,1578279600,77,-21.28,25.37,71.01,4.94
342,usoke,100,TZ,1578279600,96,-5.09,32.32,65.46,2.59
343,nhulunbuy,100,AU,1578279600,75,-12.18,136.78,86.59,16.89
344,katherine,98,AU,1578279600,44,-14.47,132.26,95.11,3.29
345,porosozero,100,RU,1578279600,77,62.72,32.71,21.25,9.75
346,challapata,20,BO,1578279600,57,-18.90,-66.78,49.51,13.96
347,jacqueville,0,CI,1578279600,61,5.21,-4.42,81.23,5.03
348,konakovo,48,RU,1578279600,94,56.71,36.78,25.77,4.32
349,stadthagen,100,DE,1578279600,83,52.33,9.21,41.79,9.78
350,bontang,100,ID,1578279600,90,0.12,117.47,76.93,17.25
351,peniche,0,PT,1578279600,68,39.36,-9.38,54.64,5.91
352,myre,73,SE,1578279600,76,62.25,17.37,37.49,10.58
353,ladario,0,PT,1578279600,64,40.70,-7.74,36.57,0.54
354,jhang,100,PK,1578279600,68,33.67,72.70,46.49,9.28
355,tura,100,RU,1578279600,88,64.27,100.22,13.08,6.82
356,roros,91,NO,1578279600,83,62.57,11.38,20.08,3.67
357,matamoros,0,US,1578279600,69,25.87,-97.51,65.12,8.1
358,yagodnoye,0,RU,1578279600,87,62.52,149.63,-8.27,3.53
359,srednekolymsk,0,RU,1578279600,84,67.46,153.71,-11.96,2.93
360,plouzane,47,FR,1578279600,91,48.38,-4.62,43.12,14.67
361,ust-barguzin,97,RU,1578279600,94,53.41,109.03,10.26,4.56
362,hofn,100,IS,1578279600,96,64.25,-15.21,45.23,12.37
363,sunndalsora,100,NO,1578279600,88,62.68,8.55,42.10,14.72
364,riyadh,0,SA,1578279600,73,24.63,46.72,48.97,5.28
365,faya,4,SA,1578279600,93,18.39,42.45,54.86,3.74
366,bashmakovo,100,RU,1578279600,94,53.21,43.04,22.17,2.73
367,pisco,59,PE,1578279600,87,-13.71,-76.20,69.33,0.89
368,chany,72,RU,1578279600,95,55.31,76.76,10.85,8.52
369,colquiri,100,BO,1578279600,67,-17.42,-67.13,42.15,7.09
370,vaitape,17,PF,1578279600,76,-16.52,-151.75,82.06,12.44
371,gravdal,100,NO,1578279600,96,59.79,5.78,45.57,8.08
372,bathsheba,70,BB,1578279600,82,13.22,-59.52,77.74,16.42
373,campobasso,0,IT,1578279600,68,41.56,14.66,35.24,13.27
374,sur,70,OM,1578279600,79,22.57,59.53,67.21,10.13
375,stokmarknes,100,NO,1578279600,88,68.56,14.91,39.25,8.81
376,zambezi,100,ZM,1578279600,91,-13.55,23.12,67.93,3.2
377,huntsville,0,US,1578279600,84,34.73,-86.59,43.86,3.62
378,cairns,2,AU,1578279600,76,-16.92,145.77,83.53,8.77
379,reisterstown,32,US,1578279600,75,39.47,-76.83,32.38,2.71
380,nalut,81,LY,1578279600,84,31.86,10.98,50.38,11.86
381,clarksdale,0,US,1578279600,89,34.20,-90.57,51.22,5.88
382,khandyga,100,RU,1578279600,96,62.65,135.58,-1.68,4.38
383,parana,22,BR,1578279600,79,-7.52,-72.89,79.77,2.8
384,eydhafushi,29,MV,1578279600,80,5.10,73.07,82.40,14.47
385,aswan,0,EG,1578279600,56,24.09,32.90,43.50,4.12
386,gat,0,SN,1578279600,14,14.69,-16.54,65.66,11.5
387,chifeng,96,CN,1578279600,62,42.27,118.96,29.23,4.54
388,roma,0,IT,1578279600,62,41.89,12.48,37.11,8.25
389,siguiri,66,GN,1578279600,17,11.42,-9.17,60.46,4.45
